trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.7438391736157144}",30,3,6.752888222246953,"{0: 23, 1: 3, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.7425009695308558}",20,0,-104.06512907619148,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
369,False,"{'a': 0.5, 'e': 0.7411597954431091}",30,20,-48.70909366213271,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.7398156567171688}",25,0,-33.88438255654526,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.7384685587295879}",20,0,-123.24430929573023,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
372,False,"{'a': 0.5, 'e': 0.7371185068687569}",20,0,-83.69742357779565,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.7357655065348812}",20,1,-40.590512163095745,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.7344095631399603}",20,0,-26.80882565274625,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.7330506821077661}",30,14,18.57194756615594,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.7316888688738209}",25,0,-68.06536131888255,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.7303241288853757}",20,2,-134.16854413104372,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 2}",1
378,False,"{'a': 0.5, 'e': 0.7289564676013889}",20,14,-8.179029962996324,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.7275858904925034}",20,13,-12.449837446615767,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.7262124030410263}",20,0,-64.10950867561107,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.7248360107409052}",25,0,-78.58729664663082,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
382,False,"{'a': 0.5, 'e': 0.7234567190977075}",20,4,8.271203427134818,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.7220745336285981}",25,0,-113.35185085691813,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
384,False,"{'a': 0.5, 'e': 0.720689459862317}",25,7,-59.96463058969434,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 1}",1
385,False,"{'a': 0.5, 'e': 0.7193015033391573}",25,0,-173.18479245556318,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
386,False,"{'a': 0.5, 'e': 0.7179106696109434}",20,0,-88.3445357228783,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
387,False,"{'a': 0.5, 'e': 0.7165169642410081}",20,0,-9.236219567530867,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.7151203928041714}",25,13,-43.655485383489975,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.7137209608867168}",30,3,-126.02594479253315,"{0: 14, 1: 2, 2: 8, 3: 3, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.7123186740863704}",25,0,-33.4504786872358,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
391,False,"{'a': 0.5, 'e': 0.7109135380122773}",30,15,-1.9215760174978804,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.7095055582849801}",20,0,-56.71947081916811,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
393,False,"{'a': 0.5, 'e': 0.7080947405363958}",20,0,-95.64084356370077,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
394,False,"{'a': 0.5, 'e': 0.7066810904097935}",20,0,-144.02273260811756,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
395,False,"{'a': 0.5, 'e': 0.7052646135597718}",30,18,-16.3256037075772,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.7038453156522362}",25,8,-43.37015613218093,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 1}",1
397,False,"{'a': 0.5, 'e': 0.7024232023643764}",20,0,-29.596142940627544,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.7009982793846437}",20,10,-60.29855858655318,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.699570552412728}",20,0,-43.11022305654828,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
400,False,"{'a': 0.5, 'e': 0.6981400271595357}",20,4,-69.78381652728265,"{0: 9, 1: 2, 2: 3, 3: 2, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.6967067093471655}",30,0,-100.763412882325,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.6952706047088868}",20,0,-142.90460573675747,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
403,False,"{'a': 0.5, 'e': 0.6938317189891162}",25,16,-43.826157078958715,"{0: 5, 1: 2, 2: 0, 3: 2, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.6923900579433949}",25,10,13.913528346441279,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.6909456273383651}",30,15,-14.052476303013856,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.6894984329517471}",20,3,-67.04039744196051,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 1}",1
407,False,"{'a': 0.5, 'e': 0.6880484805723165}",25,3,-95.29172547384326,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 2}",1
408,False,"{'a': 0.5, 'e': 0.6865957759998812}",20,0,-72.14420207405554,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.6851403250452572}",25,2,-25.164487472014596,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.6836821335302466}",20,0,-121.40344375105111,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
411,False,"{'a': 0.5, 'e': 0.6822212072876136}",25,0,-130.1597891992851,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
412,False,"{'a': 0.5, 'e': 0.6807575521610609}",30,0,-79.20212731390745,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
413,False,"{'a': 0.5, 'e': 0.6792911740052073}",25,0,-73.444403408712,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.6778220786855633}",25,14,-15.442065013401276,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.6763502720785085}",20,6,-81.11189362087835,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
416,False,"{'a': 0.5, 'e': 0.6748757600712672}",25,14,-46.27775574122657,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.6733985485618852}",20,0,-49.343254086399675,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.671918643459207}",25,0,-183.15533307357526,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
419,False,"{'a': 0.5, 'e': 0.6704360506828508}",20,0,-32.371584744928924,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.6689507761631859}",30,0,-121.9812596913178,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
421,False,"{'a': 0.5, 'e': 0.6674628258413082}",25,0,-41.10988966721023,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
422,False,"{'a': 0.5, 'e': 0.665972205669017}",20,0,-167.95606880345468,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
423,False,"{'a': 0.5, 'e': 0.6644789216087912}",25,11,-10.261870760089042,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.662982979633765}",30,0,-62.145444396834016,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.6614843857277041}",20,15,6.089989855758442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.6599831458849822}",25,7,4.280513852222389,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.6584792661105568}",25,0,-139.10196592460198,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
428,False,"{'a': 0.5, 'e': 0.656972752419945}",20,9,-30.738132620581936,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.6554636108391995}",30,14,-32.411397433694795,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.6539518474048845}",20,0,-17.9115971745522,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.6524374681640519}",25,3,-17.00994536370067,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.6509204791742165}",20,9,-31.492318444808255,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.6494008865033324}",25,0,-60.701198238494456,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
434,False,"{'a': 0.5, 'e': 0.647878696229768}",25,0,-75.5303514124301,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.6463539144422826}",25,17,4.560516807626172,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.6448265472400012}",25,0,-139.8049966030265,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
437,False,"{'a': 0.5, 'e': 0.6432966007323907}",25,13,-24.885118066689405,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.6417640810392349}",20,0,-29.5412185920638,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
439,False,"{'a': 0.5, 'e': 0.6402289942906106}",20,13,-6.577119184668579,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.6386913466268629}",20,0,-82.24875161932431,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 2}",0
441,False,"{'a': 0.5, 'e': 0.6371511441985802}",25,0,-57.243270237100745,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.6356083931665704}",20,12,-44.6215392728539,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.6340630997018352}",20,3,-37.76474745938681,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.6325152699855466}",20,0,-96.66146680363566,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
445,False,"{'a': 0.5, 'e': 0.6309649102090216}",20,0,-11.954964761429586,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
446,False,"{'a': 0.5, 'e': 0.6294120265736969}",20,0,-38.5972852544896,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
447,False,"{'a': 0.5, 'e': 0.6278566252911052}",25,0,-144.2403537654105,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
448,False,"{'a': 0.5, 'e': 0.6262987125828494}",20,4,-35.96340523747185,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.6247382946805784}",20,0,-85.3639753017974,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
450,False,"{'a': 0.5, 'e': 0.6231753778259617}",25,0,-48.45872481702469,"{0: 17, 1: 5, 2: 1, 3: 2, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.6216099682706645}",20,0,-65.85453407530854,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
452,False,"{'a': 0.5, 'e': 0.620042072276323}",25,0,-48.6321564231286,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.6184716961145192}",25,0,-70.18952649720447,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.6168988460667556}",30,1,-107.88891965290912,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 2}",1
455,False,"{'a': 0.5, 'e': 0.6153235284244302}",20,0,-100.00116058359771,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
456,False,"{'a': 0.5, 'e': 0.6137457494888116}",30,17,-27.635206037844675,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
457,False,"{'a': 0.5, 'e': 0.6121655155710133}",25,4,-42.40822011932146,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.6105828329919689}",20,0,-70.45270440394474,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
459,False,"{'a': 0.5, 'e': 0.6089977080824067}",20,6,2.4328160050357326,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.6074101471828243}",20,14,-6.729397489316635,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.6058201566434629}",20,0,-122.96259111172954,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
462,False,"{'a': 0.5, 'e': 0.6042277428242827}",25,9,-88.83268820864286,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.6026329120949369}",20,7,-19.44735012300465,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.6010356708347461}",25,8,-38.39874292555809,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.5994360254326734}",20,0,-39.502165040948505,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
466,False,"{'a': 0.5, 'e': 0.5978339822872982}",20,6,-24.087609291751544,"{0: 8, 1: 5, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.596229547806791}",20,5,-35.88340064951369,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.5946227284088876}",20,9,12.291855175719135,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.5930135305208634}",25,0,-179.7758414056374,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
470,False,"{'a': 0.5, 'e': 0.5914019605795077}",20,8,-72.058778659076,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
471,False,"{'a': 0.5, 'e': 0.5897880250310983}",25,12,-35.824388964825815,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
472,False,"{'a': 0.5, 'e': 0.588171730331375}",25,0,-72.46443495025285,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.5865530829455148}",30,17,-61.0672223361191,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
474,False,"{'a': 0.5, 'e': 0.5849320893481048}",25,0,-208.4731340590235,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 5}",0
475,False,"{'a': 0.5, 'e': 0.5833087560231173}",35,11,-112.87494125014238,"{0: 18, 1: 1, 2: 0, 3: 3, 4: 2}",1
476,False,"{'a': 0.5, 'e': 0.5816830894638835}",20,0,-24.887888070279608,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
477,False,"{'a': 0.5, 'e': 0.5800550961730674}",30,14,7.563869915863382,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.57842478266264}",25,17,13.859021616836422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.5767921554538532}",30,0,16.598175664491265,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
480,False,"{'a': 0.5, 'e': 0.5751572210772137}",30,0,-19.95111032910338,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
481,False,"{'a': 0.5, 'e': 0.5735199860724567}",30,13,-48.231260061332286,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
482,False,"{'a': 0.5, 'e': 0.5718804569885202}",20,1,35.34123538598047,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.5702386403835181}",25,0,-12.873264489336199,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
484,False,"{'a': 0.5, 'e': 0.5685945428247149}",25,14,-40.351713681492114,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
485,False,"{'a': 0.5, 'e': 0.5669481708884985}",20,0,-13.730669697162138,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.5652995311603544}",20,7,19.19971076259988,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.5636486302348395}",35,25,13.077537494064844,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.561995474715555}",20,4,-53.42039644567421,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
489,False,"{'a': 0.5, 'e': 0.5603400712151212}",20,0,-50.08115721083255,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
490,False,"{'a': 0.5, 'e': 0.5586824263551495}",25,0,-38.4778705182236,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
491,False,"{'a': 0.5, 'e': 0.5570225467662173}",20,10,-2.9546565348616376,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.5553604390878408}",20,0,-99.04029839295539,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
493,False,"{'a': 0.5, 'e': 0.5536961099684484}",25,16,-3.9819037634472627,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.5520295660653545}",20,0,-42.866748213373455,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
495,False,"{'a': 0.5, 'e': 0.5503608140447322}",20,9,-2.500598698075288,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.5486898605815876}",25,0,-60.370070295223385,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.5470167123597323}",25,2,-30.18389929072061,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
498,False,"{'a': 0.5, 'e': 0.5453413760717569}",30,0,-44.410010709738515,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.5436638584190043}",25,16,5.288186423192558,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.541984166111543}",30,14,-78.82426672531602,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
501,False,"{'a': 0.5, 'e': 0.5403023058681398}",20,2,-7.411023052201454,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.5386182844162335}",20,0,11.858203750064686,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
503,False,"{'a': 0.5, 'e': 0.5369321084919078}",30,19,-3.0851652833285046,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.535243784839864}",20,0,-32.719601749180775,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.5335533202133944}",20,0,-84.03557984258399,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
506,False,"{'a': 0.5, 'e': 0.5318607213743555}",25,5,-25.696417834912946,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.5301659950931402}",30,3,-61.285743147352704,"{0: 16, 1: 5, 2: 6, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.5284691481486514}",25,11,21.33644655765598,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.5267701873282746}",30,9,-12.892792574007618,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.525069119427851}",30,0,-37.17628554417067,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.5233659512516496}",20,0,1.4549345056469654,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.5216606896123411}",25,8,-5.986965282141217,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.5199533413309697}",20,10,14.39140055632472,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.5182439132369262}",20,6,-43.64001003921538,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
515,False,"{'a': 0.5, 'e': 0.5165324121679208}",20,1,-42.94627043804741,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
516,False,"{'a': 0.5, 'e': 0.5148188449699553}",20,0,2.024484498148546,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.5131032184972966}",25,0,-68.09239976782735,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
518,False,"{'a': 0.5, 'e': 0.5113855396124478}",20,0,-24.901953359558156,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.5096658151861225}",20,0,-55.672333088457925,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
520,False,"{'a': 0.5, 'e': 0.507944052097216}",30,3,-124.54309104241896,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 2}",1
521,False,"{'a': 0.5, 'e': 0.5062202572327784}",20,4,18.17130149548863,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.5044944374879868}",30,4,-88.70799542656262,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 2}",1
523,False,"{'a': 0.5, 'e': 0.5027665997661179}",20,0,-50.73983448870708,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
524,False,"{'a': 0.5, 'e': 0.5010367509785203}",35,7,-94.42713898995474,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 1}",1
525,False,"{'a': 0.5, 'e': 0.4993048980445869}",20,0,-13.119701873627736,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
526,False,"{'a': 0.5, 'e': 0.497571047891727}",30,8,-60.747567587023084,"{0: 17, 1: 2, 2: 0, 3: 2, 4: 1}",1
527,False,"{'a': 0.5, 'e': 0.495835207455339}",35,15,28.91053250604694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.4940973836787822}",25,0,-169.73626311822284,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
529,False,"{'a': 0.5, 'e': 0.4923575835133496}",20,4,-122.64830311635089,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 2}",1
530,False,"{'a': 0.5, 'e': 0.49061581391823933}",20,7,-57.71842009976965,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
531,False,"{'a': 0.5, 'e': 0.48887208186052755}",30,7,-60.99809381837537,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 1}",1
532,False,"{'a': 0.5, 'e': 0.4871263943151402}",30,3,-74.80059377305062,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 2}",1
533,False,"{'a': 0.5, 'e': 0.48537875826482507}",25,12,-24.450671165242213,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.48362918070012406}",20,16,7.5900435228418734,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.48187766861934506}",20,3,-0.5040414207105395,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.48012422902853413}",20,16,7.550114226252171,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.47836886894144715}",20,0,-100.4466540914886,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
538,False,"{'a': 0.5, 'e': 0.47661159537952236}",20,9,-5.196150300712155,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.47485241537185147}",25,0,-65.37046446640912,"{0: 17, 1: 4, 2: 1, 3: 3, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.47309133595515224}",20,0,-34.29706170800113,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
541,False,"{'a': 0.5, 'e': 0.47132836417373997}",25,0,-51.93394000601795,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
542,False,"{'a': 0.5, 'e': 0.46956350707949945}",20,11,9.043266430613862,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.4677967717318567}",25,1,-33.53134040649239,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
544,False,"{'a': 0.5, 'e': 0.46602816519775075}",30,4,-11.343837838230556,"{0: 19, 1: 5, 2: 2, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.46425769455160537}",35,24,-25.472619308724678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
546,False,"{'a': 0.5, 'e': 0.4624853668753008}",20,6,-9.607660204924748,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.46071118925814536}",20,15,6.544652172489173,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.4589351687968472}",20,3,-43.67496545505758,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
549,False,"{'a': 0.5, 'e': 0.45715731259548575}",20,0,-157.01426561709175,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
550,False,"{'a': 0.5, 'e': 0.45537762776548346}",20,0,-29.936782041939928,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
