trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.9344802433378168}",20,0,-91.83610842739185,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.933766344867846}",20,0,-173.86073792494028,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
185,False,"{'a': 0.5, 'e': 0.9330487113337409}",20,0,-94.19015975194253,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.9323273456060345}",30,0,-162.58793171232793,"{0: 13, 1: 5, 2: 11, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9316022505701886}",25,0,-55.49412859991328,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.9308734291265828}",30,0,-226.0944834794481,"{0: 16, 1: 5, 2: 4, 3: 1, 4: 4}",0
189,False,"{'a': 0.5, 'e': 0.9301408841905014}",20,0,-46.66579078048247,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9294046186921237}",20,0,-68.809993944606,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9286646355765102}",25,0,-95.00803243951117,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9279209378035927}",30,0,-40.775285862046694,"{0: 20, 1: 7, 2: 3, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.9271735283481612}",25,0,-130.8883510694591,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.9264224101998526}",20,0,-87.48678343321086,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.9256675863631385}",30,0,-157.87358731977884,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9249090598573131}",20,0,-100.74929478061188,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
197,False,"{'a': 0.5, 'e': 0.9241468337164814}",25,0,-127.98954989758838,"{0: 16, 1: 3, 2: 1, 3: 4, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9233809109895471}",20,7,-45.06507703360495,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.9226112947402}",25,15,-78.6381865358457,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
200,False,"{'a': 0.5, 'e': 0.9218379880469041}",25,0,-166.78610392375427,"{0: 12, 1: 6, 2: 3, 3: 2, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.9210609940028851}",30,0,-107.91588385848564,"{0: 22, 1: 4, 2: 0, 3: 2, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.9202803157161181}",20,0,-58.59151874465851,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.9194959563093155}",25,0,-129.45064728214012,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.9187079189199134}",25,0,-193.45175785254733,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
205,False,"{'a': 0.5, 'e': 0.9179162067000607}",30,16,-88.08549983536032,"{0: 8, 1: 2, 2: 1, 3: 2, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.9171208228166051}",20,0,-169.44652460136592,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
207,False,"{'a': 0.5, 'e': 0.916321770451081}",20,0,6.080556375207323,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.9155190527996969}",20,0,-128.40384636238306,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9147126730733223}",20,0,-55.24077843490575,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.913902634497475}",25,0,-87.93235601414798,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9130889403123083}",25,0,-124.86929230053438,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.9122715937725977}",25,0,-82.05990267013291,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.9114505981477284}",20,4,-70.70735837347213,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.9106259567216819}",20,0,-39.53440425899089,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.9097976727930226}",25,0,-157.10385992152953,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9089657496748851}",30,0,-240.3748263235888,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 4}",0
217,False,"{'a': 0.5, 'e': 0.9081301906949609}",20,0,-42.73217009013269,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.9072909991954848}",25,0,-46.068238493747906,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.9064481785332217}",20,0,-123.92272915604265,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
220,False,"{'a': 0.5, 'e': 0.9056017320794529}",20,0,-148.56775870309454,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.9047516632199635}",20,0,-86.96131670109826,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.9038979753550274}",20,1,-73.32122491165936,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.903040671899395}",25,0,-65.43288680146959,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.9021797562822791}",25,4,-102.92395491206781,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.901315231947341}",25,0,-152.0636280819499,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.9004471023526769}",20,12,-45.65578562404771,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.899575370970804}",20,0,-38.92118410251685,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.8987000412886466}",20,0,-131.7708093701364,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
229,False,"{'a': 0.5, 'e': 0.8978211168075223}",20,0,-29.7229293031937,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.896938601043128}",20,0,-126.09683032386673,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
231,False,"{'a': 0.5, 'e': 0.8960524975255253}",25,0,-76.6114482605326,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.8951628097991272}",25,0,-84.7481123298624,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.8942695414226836}",20,5,-88.5388723595358,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
234,False,"{'a': 0.5, 'e': 0.8933726959692665}",20,14,-29.059927993710453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.8924722770262568}",25,0,-111.10536767835974,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.8915682881953289}",20,16,6.747212843741976,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.890660733092437}",20,0,-75.1497133156474,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.8897496153478003}",20,1,-38.82656387251712,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.8888349386058886}",20,5,-125.7709106811858,"{0: 8, 1: 2, 2: 1, 3: 2, 4: 2}",1
240,False,"{'a': 0.5, 'e': 0.8879167065254074}",30,0,-167.54248062937702,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
241,False,"{'a': 0.5, 'e': 0.8869949227792842}",30,0,-145.0655771641551,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.8860695910546524}",30,0,-96.70261432217059,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.8851407150528379}",25,0,-97.96214138212719,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.8842082984893433}",25,0,-78.47866460379312,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.8832723450938338}",25,0,-119.21625319329935,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.8823328586101216}",25,10,-24.034685637018537,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.8813898427961513}",20,0,-60.415405141169494,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.880443301423985}",20,0,-45.34744533035213,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.879493238279787}",20,3,-100.7164694407833,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
250,False,"{'a': 0.5, 'e': 0.8785396571638084}",20,0,-111.89587348569898,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.8775825618903728}",20,4,-38.55021497498911,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.8766219562878595}",20,0,-43.37475011928669,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.87565784419869}",20,0,-113.18059431837212,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.8746902294793112}",20,7,-17.524429840650022,"{0: 8, 1: 4, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.8737191160001807}",30,0,-134.79733303701263,"{0: 18, 1: 7, 2: 2, 3: 1, 4: 2}",0
256,False,"{'a': 0.5, 'e': 0.8727445076457513}",30,0,-91.39717607324201,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.8717664083144548}",20,0,-41.429523465901724,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.8707848219186876}",25,0,-81.84281383193549,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.8697997523847936}",25,4,-67.46043395838267,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.8688112036530499}",35,0,-131.82213900070133,"{0: 21, 1: 5, 2: 7, 3: 1, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.8678191796776499}",20,7,-38.31250757765426,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.8668236844266883}",25,0,-123.14614495999388,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.8658247218821449}",30,0,-74.3257939006864,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.8648222960398682}",25,15,-8.367427386658242,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.8638164109095605}",20,0,-89.96804725532172,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.862807070514761}",20,1,-100.27148223500069,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 1}",1
267,False,"{'a': 0.5, 'e': 0.8617942788928298}",20,0,-124.51381576433698,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.8607780400949321}",20,0,-79.08900172479339,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.8597583581860216}",25,7,-106.64761736197129,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
270,False,"{'a': 0.5, 'e': 0.8587352372448249}",20,11,-38.44031960198635,"{0: 4, 1: 1, 2: 4, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.8577086813638242}",25,0,-120.60400539051652,"{0: 11, 1: 5, 2: 7, 3: 2, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.8566786946492415}",20,0,-35.085347035703634,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.8556452812210225}",25,0,-54.02026331853348,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.8546084452128195}",20,0,-71.46457075576251,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.8535681907719751}",20,6,-33.67857090691631,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.8525245220595057}",20,0,-160.9165291026054,"{0: 7, 1: 6, 2: 4, 3: 1, 4: 2}",0
277,False,"{'a': 0.5, 'e': 0.8514774432500848}",35,11,-76.23640114289203,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.8504269585320262}",20,0,-22.7489997023968,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
279,False,"{'a': 0.5, 'e': 0.8493730721072673}",25,0,-142.362076405806,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
280,False,"{'a': 0.5, 'e': 0.8483157881913526}",30,0,-112.19390124652635,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.8472551110134161}",20,13,2.9386981313415665,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.8461910448161652}",35,0,-118.67750952395645,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.8451235938558634}",30,0,-63.034547020590566,"{0: 19, 1: 5, 2: 6, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.844052762402313}",20,16,7.16857974771721,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.8429785547388383}",35,1,-155.25905729679891,"{0: 24, 1: 2, 2: 4, 3: 1, 4: 3}",1
286,False,"{'a': 0.5, 'e': 0.8419009751622687}",25,0,-98.62141954979495,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.840820027982921}",30,0,-107.48395761042077,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.8397357175245823}",20,0,-142.40674116272277,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
289,False,"{'a': 0.5, 'e': 0.8386480481244933}",20,0,-123.7989313733885,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
290,False,"{'a': 0.5, 'e': 0.8375570241333301}",30,0,-135.49092954283373,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.8364626499151869}",20,15,3.8355429702090733,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.8353649298475594}",20,0,-62.35663233779017,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.8342638683213264}",25,17,-18.79527136740024,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.8331594697407324}",20,0,-66.1053499483121,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.8320517385233703}",30,21,-9.197339350651477,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.8309406791001634}",20,0,10.793595386454705,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.8298262959153483}",20,0,-129.85460541569515,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
298,False,"{'a': 0.5, 'e': 0.8287085934264558}",20,0,-132.80129814640483,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.8275875761042946}",25,0,-88.77139534856914,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.8264632484329323}",20,1,-137.30593325645637,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 2}",1
301,False,"{'a': 0.5, 'e': 0.8253356149096783}",25,0,-102.8304608795465,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.8242046800450651}",20,0,3.139446481606851,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.8230704483628307}",20,5,-86.30403310660917,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.8219329243999003}",20,14,-3.903083085204666,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.8207921127063681}",25,0,-87.96184961222363,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.8196480178454795}",20,0,-59.86458132614338,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,0,-61.25791838833489,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.8173499969402591}",25,0,-88.45593972772734,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.8161960800880078}",25,0,-349.0341739333042,"{0: 8, 1: 2, 2: 5, 3: 5, 4: 5}",0
310,False,"{'a': 0.5, 'e': 0.8150388984525244}",25,0,-97.02578888746207,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.8138784566625339}",20,0,-122.7347859158995,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
312,False,"{'a': 0.5, 'e': 0.812714759359802}",20,0,-106.32260955367833,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.8115478111991162}",20,0,-125.4100870447664,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
314,False,"{'a': 0.5, 'e': 0.8103776168482677}",25,0,-134.2365690403739,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.8092041809880323}",25,0,-146.6222881691858,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.8080275083121519}",25,0,-30.089013275593324,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.8068476035273155}",20,0,-99.39027781358926,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.8056644713531409}",35,0,-147.61135528300295,"{0: 21, 1: 5, 2: 7, 3: 0, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.8044781165221552}",25,2,-162.0272913085887,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 3}",1
320,False,"{'a': 0.5, 'e': 0.8032885437797759}",20,2,-30.704806078017224,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.8020957578842927}",20,0,-73.72524414103705,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.8008997636068472}",25,0,-66.07655091031486,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.7997005657314152}",20,0,-66.10366722677915,"{0: 13, 1: 3, 2: 1, 3: 3, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.7984981690547867}",20,12,-59.91488622605488,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
325,False,"{'a': 0.5, 'e': 0.7972925783865465}",25,0,-39.48216933748802,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.7960837985490559}",20,0,-122.58058901555779,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
327,False,"{'a': 0.5, 'e': 0.7948718343774324}",30,0,-159.1112897080198,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
328,False,"{'a': 0.5, 'e': 0.7936566907195313}",25,7,-144.17193748575667,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 3}",1
329,False,"{'a': 0.5, 'e': 0.7924383724359255}",25,0,-74.20920058894652,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.7912168843998866}",25,17,9.911727575544326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.7899922314973651}",25,7,-53.40414334571763,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.7887644186269709}",30,0,-153.17444241888097,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
333,False,"{'a': 0.5, 'e': 0.7875334506999538}",25,0,-180.6087013082113,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
334,False,"{'a': 0.5, 'e': 0.7862993326401839}",20,0,-69.41932554816576,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.785062069384132}",25,0,-54.41648405172825,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.7838216658808492}",30,21,-14.36788187354865,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.7825781270919481}",30,2,-180.05017122064885,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 3}",1
338,False,"{'a': 0.5, 'e': 0.781331457991582}",20,0,-135.72857599569542,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
339,False,"{'a': 0.5, 'e': 0.7800816635664256}",30,16,-91.8797504117441,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
340,False,"{'a': 0.5, 'e': 0.7788287488156552}",30,0,-162.42658223322331,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
341,False,"{'a': 0.5, 'e': 0.7775727187509279}",20,0,-24.527719321714994,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.7763135783963624}",20,0,-160.73463704694,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
343,False,"{'a': 0.5, 'e': 0.7750513327885183}",20,2,-167.10159567082766,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 3}",1
344,False,"{'a': 0.5, 'e': 0.7737859869763766}",25,0,-77.22196116321153,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.7725175460213186}",20,0,-85.36335434211463,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
346,False,"{'a': 0.5, 'e': 0.7712460149971065}",25,0,-108.75432876854514,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
347,False,"{'a': 0.5, 'e': 0.7699713989898629}",20,9,-44.48055552149335,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.7686937030980499}",20,2,-94.52501885219922,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.7674129324324493}",30,18,-59.15387199372583,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.7661290921161423}",30,14,-17.49587926260666,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.7648421872844884}",25,0,-23.7841157764872,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
352,False,"{'a': 0.5, 'e': 0.7635522230851051}",20,16,11.161618239329286,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.7622592046778476}",20,0,-127.43786157871216,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
354,False,"{'a': 0.5, 'e': 0.7609631372347876}",20,0,-192.511037386277,"{0: 10, 1: 0, 2: 4, 3: 4, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.7596640259401933}",20,5,-54.38325860739211,"{0: 9, 1: 3, 2: 1, 3: 2, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.7583618759905082}",30,0,-141.3527983198268,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.7570566925943303}",20,0,-40.9482807102444,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.7557484809723913}",35,0,-89.87470326924631,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
359,False,"{'a': 0.5, 'e': 0.7544372463575362}",25,13,-53.08892282668706,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.7531229939947015}",25,0,-89.38585530943926,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.751805729140895}",20,11,-59.27185640528446,"{0: 4, 1: 1, 2: 2, 3: 2, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.7504854570651743}",20,0,-56.03260678793667,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.7491621830486261}",20,0,-81.34033202639651,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
364,False,"{'a': 0.5, 'e': 0.7478359123843445}",20,15,-2.2783912043712413,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.7465066503774105}",20,15,2.2650525119099414,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.7451744023448704}",25,0,-59.857054890858784,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
